trialnum	subject	session	part	condition	basicShape	numObjects	speed	motionRule	trialKind	initialAngle	initialOtherAngle	cueFrames	correct	trialDurTotal	numTargets	whichIsTarget	reversal_count	reversal_0	reversal_1	reversal_2	reversal_3	reversal_4	reversal_5	reversal_6	reversal_7	reversal_8	reversal_9
491	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	standard	staircase	4.6786	1.537	120	0	5.522	1	0	2	2.3742	4.118	-999	-999	-999	-999	-999	-999	-999	-999
492	temp	1	Part1	centred	circle	2	1.8999999999999995	standard	staircase	4.6261	1.4845	120	0	5.442	1	0	2	2.7746	3.9144	-999	-999	-999	-999	-999	-999	-999	-999
493	temp	1	Part1	near_displaced	circle	2	1.7000000000000004	standard	staircase	3.8608	0.7192	120	0	5.708	1	0	2	2.3586	4.2022	-999	-999	-999	-999	-999	-999	-999	-999
494	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	2.9632	6.1048	120	1	5.441	1	0	3	2.5559	3.4639	5.3397	-999	-999	-999	-999	-999	-999	-999
495	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	5.1917	2.0501	120	1	5.468	1	0	3	1.9026	2.6678	4.4547	-999	-999	-999	-999	-999	-999	-999
496	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	3.6219	0.4803	120	1	5.615	1	0	2	2.0753	3.6067	-999	-999	-999	-999	-999	-999	-999	-999
497	temp	1	Part1	near_displaced	circle	2	2.1	varying	staircase	6.233	3.0914	120	0	5.668	1	0	2	2.9148	4.1596	-999	-999	-999	-999	-999	-999	-999	-999
498	temp	1	Part1	centred	circle	2	1.8499999999999994	standard	staircase	5.4438	2.3022	120	0	5.414	1	0	2	3.1282	5.0179	-999	-999	-999	-999	-999	-999	-999	-999
499	temp	1	Part1	far_displaced	circle	2	1.5	varying	staircase	3.1283	6.2699	120	0	5.496	1	0	2	2.2641	4.1564	-999	-999	-999	-999	-999	-999	-999	-999
500	temp	1	Part1	far_displaced	circle	2	1.5999999999999996	standard	staircase	3.7074	0.5659	120	1	5.618	1	0	2	2.6229	4.0139	-999	-999	-999	-999	-999	-999	-999	-999
501	temp	1	Part1	far_displaced	circle	2	1.6499999999999995	standard	staircase	1.1573	4.2989	120	1	5.452	1	0	3	2.7022	3.4015	4.1285	-999	-999	-999	-999	-999	-999	-999
502	temp	1	Part1	far_displaced	circle	2	1.0	varying	attention_check	5.7386	2.597	120	1	5.295	1	0	3	1.8263	2.8765	3.662	-999	-999	-999	-999	-999	-999	-999
503	temp	1	Part1	near_displaced	circle	2	1.6500000000000004	standard	staircase	1.2952	4.4368	120	1	5.561	1	0	2	3.0815	4.8879	-999	-999	-999	-999	-999	-999	-999	-999
504	temp	1	Part1	centred	circle	2	1.7999999999999994	standard	staircase	5.071	1.9294	120	1	5.602	1	0	2	2.0155	3.7969	-999	-999	-999	-999	-999	-999	-999	-999
